i,j,PSR,parameters,parm
6,254,1.0019,audit_c,254
6,255,1.0062,count_lf,255
6,256,1.0006,ptsd,256
6,257,1.0027,anxietyr,257
6,258,1.0021,intfsocr,258
6,259,1.0007,energr,259
6,260,1.0048,anxiety_ra,260
6,261,1.0019,srMentH,261
6,262,1.0006,srPhysH,262
6,263,1.0089999,srLivSit,263
6,264,1.0045,srDrugFree,264
6,265,1.0002,srSocNet,265
6,266,1.0013,srSexRx,266
6,267,1.0022,ssHelp,267
6,268,1.0069,ssEmoHelp,268
6,269,1.0026,ssNewFri,269
6,270,1.0012,smAppFreq,270
6,271,1.0010999,datingAppF,271
6,272,1.0057,losAng,272
6,273,1.0048,RaceEthnic#2,273
6,274,1.0029,RaceEthnic#3,274
6,275,1.0022,RaceEthnic#4,275
6,276,1.0015,female,276
6,277,1.0074,cis,277
6,278,1.0026,heterosexu,278
6,279,1.0078,employed,279
6,280,1.0137,poverty,280
6,281,1.0098,insured,281
6,282,1.0118999,healthProv,282
6,283,1.0022,medicalUti,283
6,284,1.005,erCare_re,284
6,285,1.002,sapro_lf,285
6,286,1.0173,hivpp_lf,286
6,287,1.0035,homeless_l,287
6,288,1.0029,incarcerat,288
6,289,1.0003999,ipv_lf,289
6,290,1.0208,sexex_lf,290
6,291,1.0038,suicide_lf,291
6,292,1.0012,hospitalmh,292
6,293,1.0151,sexab_lf,293
6,294,1.0041,tmx5old_lf,294
6,295,1.0066,tmrob_lf,295
6,296,1.0006,tmotinj_lf,296
6,297,1.0092,tmotmdr_lf,297
6,298,1.006,xdrug_r,298
6,299,1.0154999,smoke_lf,299
6,300,1.0027, Residual Var.,300
6,301,1.024, Grand Mean,301
6,302,1.002,depression,302
6,303,1.0005,age,303
6,304,1.0013,audit_c,304
6,305,1.0028,count_lf,305
6,306,1.0045,ptsd,306
6,307,1.0019,anxietyr,307
6,308,1.0005,sadr,308
6,309,1.0003,energr,309
6,310,1.0015,anxiety_ra,310
6,311,1.0022,srMentH,311
6,312,1.0028,srPhysH,312
6,313,1.0006,srLivSit,313
6,314,1.0055,srDrugFree,314
6,315,1.0007,srSocNet,315
6,316,1.0071,srSexRx,316
6,317,1.0034,ssHelp,317
6,318,nan,ssEmoHelp,318
6,319,1.0017999,ssNewFri,319
6,320,1.0025001,smAppFreq,320
6,321,1.0041,datingAppF,321
6,322,1.0002,losAng,322
6,323,1.0034,RaceEthnic#2,323
6,324,1.0066,RaceEthnic#3,324
6,325,1.0017999,RaceEthnic#4,325
6,326,1.0026,female,326
6,327,1.0022,cis,327
6,328,1.0008,heterosexu,328
6,329,1.0149,employed,329
6,330,1.0092,poverty,330
6,331,1.0088,insured,331
6,332,1.0127,healthProv,332
6,333,1.0116,medicalUti,333
6,334,1.0108,erCare_re,334
6,335,1.0019,sapro_lf,335
6,336,1.0082,hivpp_lf,336
6,337,1.0016,homeless_l,337
6,338,1.0125999,incarcerat,338
6,339,1.0032001,ipv_lf,339
6,340,1.0087,sexex_lf,340
6,341,1.0044,suicide_lf,341
6,342,1.0037,hospitalmh,342
6,343,1.0035,sexab_lf,343
6,344,1.0042,tmx5old_lf,344
6,345,1.0044,tmrob_lf,345
6,346,1.0034,tmotinj_lf,346
6,347,1.0085,tmotmdr_lf,347
6,348,1.0044,xdrug_r,348
6,349,1.0145,smoke_lf,349
6,350,1.0034, Residual Var.,350
6,351,1.0074, Grand Mean,351
6,352,1.0031,depression,352
6,353,1.0058,age,353
6,354,1.0032001,audit_c,354
6,355,1.0015,count_lf,355
6,356,1.0027,ptsd,356
6,357,1.0053999,anxietyr,357
6,358,1.0019,sadr,358
6,359,1.0008,intfsocr,359
6,360,1.0037,anxiety_ra,360
6,361,1.0008,srMentH,361
6,362,1.0014,srPhysH,362
6,363,1.0015,srLivSit,363
6,364,1.0049,srDrugFree,364
6,365,1.0003999,srSocNet,365
6,366,1.0096999,srSexRx,366
6,367,1.0022,ssHelp,367
6,368,1.0078,ssEmoHelp,368
6,369,1.002,ssNewFri,369
6,370,1.0023,smAppFreq,370
6,371,1.0082999,datingAppF,371
6,372,1.0107,losAng,372
6,373,1.002,RaceEthnic#2,373
6,374,1.0017,RaceEthnic#3,374
6,375,1.0021,RaceEthnic#4,375
6,376,1.0052,female,376
6,377,1.0016,cis,377
6,378,1.003,heterosexu,378
6,379,1.0213,employed,379
6,380,1.0318,poverty,380
6,381,1.0085,insured,381
6,382,1.0140001,healthProv,382
6,383,1.0038,medicalUti,383
6,384,1.0038,erCare_re,384
6,385,1.0029,sapro_lf,385
6,386,1.0026,hivpp_lf,386
6,387,1.0003,homeless_l,387
6,388,1.0319999,incarcerat,388
6,389,1.0055,ipv_lf,389
6,390,1.0078,sexex_lf,390
6,391,1.0052,suicide_lf,391
6,392,1.006,hospitalmh,392
6,393,1.0086,sexab_lf,393
6,394,1.0066,tmx5old_lf,394
6,395,1.0187,tmrob_lf,395
6,396,1.0215,tmotinj_lf,396
6,397,1.0189,tmotmdr_lf,397
6,398,1.0102,xdrug_r,398
6,399,1.0154999,smoke_lf,399
6,400,1.0035, Residual Var.,400
6,401,1.0642999, Grand Mean,401
6,402,1.0037,depression,402
6,403,1.002,age,403
6,404,1.001,audit_c,404
6,405,1.001,count_lf,405
6,406,1.0016,ptsd,406
6,407,1.0024,anxietyr,407
6,408,1.0029,sadr,408
6,409,1.0029,intfsocr,409
6,410,1.0034,energr,410
6,411,1.0017999,srMentH,411
6,412,1.0005,srPhysH,412
6,413,1.0015,srLivSit,413
6,414,1.0024,srDrugFree,414
6,415,1.0051,srSocNet,415
6,416,1.005,srSexRx,416
6,417,1.0021,ssHelp,417
6,418,1.0003999,ssEmoHelp,418
6,419,1.0025001,ssNewFri,419
6,420,1.0077,smAppFreq,420
6,421,1.0046,datingAppF,421
6,422,1.0043,losAng,422
6,423,1.0107,RaceEthnic#2,423
6,424,1.0116,RaceEthnic#3,424
6,425,1.0039999,RaceEthnic#4,425
6,426,1.005,female,426
6,427,1.0064,cis,427
6,428,1.0017,heterosexu,428
6,429,1.0056,employed,429
6,430,1.0028,poverty,430
6,431,1.0186,insured,431
6,432,1.0168999,healthProv,432
6,433,1.0141,medicalUti,433
6,434,1.0042,erCare_re,434
6,435,1.0003,sapro_lf,435
6,436,1.0132,hivpp_lf,436
6,437,1.0038,homeless_l,437
6,438,1.0068001,incarcerat,438
6,439,1.0026,ipv_lf,439
6,440,1.0063,sexex_lf,440
6,441,1.0048,suicide_lf,441
6,442,1.0028,hospitalmh,442
6,443,1.0088,sexab_lf,443
6,444,1.0049,tmx5old_lf,444
6,445,1.0154999,tmrob_lf,445
6,446,1.0186,tmotinj_lf,446
6,447,1.026,tmotmdr_lf,447
6,448,1.0041,xdrug_r,448
6,449,1.0017,smoke_lf,449
6,450,1.002, Residual Var.,450
6,451,1.0148, Grand Mean,451
6,452,1.0003999,depression,452
6,453,1.0063,age,453
6,454,1.0026,audit_c,454
6,455,1.0010999,count_lf,455
6,456,1.0035,ptsd,456
6,457,1.0026,anxietyr,457
6,458,1.0008,sadr,458
6,459,1.002,intfsocr,459
6,460,1.0056,energr,460
6,461,1.0008,anxiety_ra,461
6,462,1.0021,srPhysH,462
6,463,1.0032001,srLivSit,463
6,464,1.0039999,srDrugFree,464
6,465,1.0003999,srSocNet,465
6,466,1.0048,srSexRx,466
6,467,1.0041,ssHelp,467
6,468,1.0031,ssEmoHelp,468
6,469,1.0032001,ssNewFri,469
6,470,1.0007,smAppFreq,470
6,471,1.0045,datingAppF,471
6,472,1.0085,losAng,472
6,473,1.0038,RaceEthnic#2,473
6,474,1.0094,RaceEthnic#3,474
6,475,1.0019,RaceEthnic#4,475
6,476,1.0010999,female,476
6,477,1.0029,cis,477
6,478,1.0087,heterosexu,478
6,479,1.0243,employed,479
6,480,1.0140001,poverty,480
6,481,1.0017,insured,481
6,482,1.001,healthProv,482
6,483,1.0095,medicalUti,483
6,484,1.0048,erCare_re,484
6,485,1.0028,sapro_lf,485
6,486,1.0088,hivpp_lf,486
6,487,1.0009,homeless_l,487
6,488,1.0176001,incarcerat,488
6,489,1.0101,ipv_lf,489
6,490,1.0124,sexex_lf,490
6,491,1.0007,suicide_lf,491
6,492,1.0053,hospitalmh,492
6,493,1.0012,sexab_lf,493
6,494,1.0033,tmx5old_lf,494
6,495,1.0106,tmrob_lf,495
6,496,1.0174,tmotinj_lf,496
6,497,1.0187,tmotmdr_lf,497
6,498,1.0045,xdrug_r,498
6,499,1.0019,smoke_lf,499
6,500,1.0035, Residual Var.,500
6,501,1.0088, Grand Mean,501
6,502,1.0014,depression,502
6,503,1.0021,age,503
6,504,1.0022,audit_c,504
6,505,1.0010999,count_lf,505
6,506,1.0015,ptsd,506
6,507,1.001,anxietyr,507
6,508,1.0009,sadr,508
6,509,1.0015,intfsocr,509
6,510,1.0019,energr,510
6,511,1.0003,anxiety_ra,511
6,512,1.0029,srMentH,512
6,513,1.0027,srLivSit,513
6,514,1.0025001,srDrugFree,514
6,515,1.0053999,srSocNet,515
6,516,1.0036,srSexRx,516
6,517,1.0006,ssHelp,517
6,518,1.0037,ssEmoHelp,518
6,519,1.0006,ssNewFri,519
6,520,1.0057,smAppFreq,520
6,521,1.0043,datingAppF,521
6,522,1.0009,losAng,522
6,523,1.0023,RaceEthnic#2,523
6,524,1.0024,RaceEthnic#3,524
6,525,1.0024,RaceEthnic#4,525
6,526,1.0025001,female,526
6,527,1.0014,cis,527
6,528,1.0098,heterosexu,528
6,529,1.0101,employed,529
6,530,1.0037,poverty,530
6,531,1.0073,insured,531
6,532,1.0043,healthProv,532
6,533,1.0071,medicalUti,533
6,534,1.0067,erCare_re,534
6,535,1.0013,sapro_lf,535
6,536,1.0009,hivpp_lf,536
6,537,1.0027,homeless_l,537
6,538,1.0112,incarcerat,538
6,539,1.0032001,ipv_lf,539
6,540,1.0118001,sexex_lf,540
6,541,1.0038,suicide_lf,541
6,542,1.0013,hospitalmh,542
6,543,1.0052,sexab_lf,543
6,544,1.0135,tmx5old_lf,544
6,545,1.0003,tmrob_lf,545
6,546,1.0027,tmotinj_lf,546
6,547,1.0032001,tmotmdr_lf,547
6,548,1.0085,xdrug_r,548
6,549,1.0089999,smoke_lf,549
6,550,1.0008, Residual Var.,550
6,551,1.0024, Grand Mean,551
6,552,1.0008,depression,552
6,553,1.0229,age,553
6,554,1.0028,audit_c,554
6,555,1.0002,count_lf,555
6,556,1.0034,ptsd,556
6,557,1.0067,anxietyr,557
6,558,1.0014,sadr,558
6,559,1.0003,intfsocr,559
6,560,1.0025001,energr,560
6,561,1.0031,anxiety_ra,561
6,562,1.0003999,srMentH,562
6,563,1.0016,srPhysH,563
6,564,1.0036,srDrugFree,564
6,565,1.0066,srSocNet,565
6,566,1.0046,srSexRx,566
6,567,1.0027,ssHelp,567
6,568,1.0007,ssEmoHelp,568
6,569,1.0014,ssNewFri,569
6,570,1.0032001,smAppFreq,570
6,571,1.0013,datingAppF,571
6,572,1.0016,losAng,572
6,573,1.001,RaceEthnic#2,573
6,574,1.0016,RaceEthnic#3,574
6,575,1.0032001,RaceEthnic#4,575
6,576,1.0038,female,576
6,577,1.0025001,cis,577
6,578,1.007,heterosexu,578
6,579,1.031,employed,579
6,580,1.0219001,poverty,580
6,581,1.0085,insured,581
6,582,1.0049,healthProv,582
6,583,1.0046999,medicalUti,583
6,584,1.0049,erCare_re,584
6,585,1.0006,sapro_lf,585
6,586,1.0061001,hivpp_lf,586
6,587,1.0009,homeless_l,587
6,588,1.0112,incarcerat,588
6,589,1.0045,ipv_lf,589
6,590,1.0021,sexex_lf,590
6,591,1.0208,suicide_lf,591
6,592,1.0069,hospitalmh,592
6,593,1.0259,sexab_lf,593
6,594,1.0199,tmx5old_lf,594
6,595,1.0141,tmrob_lf,595
6,596,1.0159,tmotinj_lf,596
6,597,1.0122,tmotmdr_lf,597
6,598,1.007,xdrug_r,598
6,599,1.0137,smoke_lf,599
6,600,1.0017, Residual Var.,600
6,601,1.0046, Grand Mean,601
6,602,1.0008,depression,602
6,603,1.0031,age,603
6,604,1.0087,audit_c,604
6,605,1.0024,count_lf,605
6,606,1.0028,ptsd,606
6,607,1.0022,anxietyr,607
6,608,1.0013,sadr,608
6,609,1.0008,intfsocr,609
6,610,nan,energr,610
6,611,1.0052,anxiety_ra,611
6,612,1.0023,srMentH,612
6,613,1.0046,srPhysH,613
6,614,1.0041,srLivSit,614
6,615,1.0021,srSocNet,615
6,616,1.0007,srSexRx,616
6,617,1.0069,ssHelp,617
6,618,1.0088,ssEmoHelp,618
6,619,1.0003,ssNewFri,619
6,620,1.0024,smAppFreq,620
6,621,1.0042,datingAppF,621
6,622,1.0031,losAng,622
6,623,1.003,RaceEthnic#2,623
6,624,1.0038,RaceEthnic#3,624
6,625,1.0042,RaceEthnic#4,625
6,626,1.0008,female,626
6,627,1.0053,cis,627
6,628,1.0046999,heterosexu,628
6,629,1.0072,employed,629
6,630,1.0164,poverty,630
6,631,1.0166,insured,631
6,632,1.0111001,healthProv,632
6,633,1.003,medicalUti,633
6,634,1.0053999,erCare_re,634
6,635,1.0069,sapro_lf,635
6,636,1.0045,hivpp_lf,636
6,637,1.0007,homeless_l,637
6,638,1.0096,incarcerat,638
6,639,1.003,ipv_lf,639
6,640,1.0053999,sexex_lf,640
6,641,1.0024,suicide_lf,641
6,642,1.0039001,hospitalmh,642
6,643,1.0026,sexab_lf,643
6,644,1.003,tmx5old_lf,644
6,645,1.016,tmrob_lf,645
6,646,1.0015,tmotinj_lf,646
6,647,1.0009,tmotmdr_lf,647
6,648,1.0185,xdrug_r,648
6,649,1.0029,smoke_lf,649
6,650,1.0005, Residual Var.,650
6,651,1.0046, Grand Mean,651
6,652,1.0014,depression,652
6,653,1.0077,age,653
6,654,1.002,audit_c,654
6,655,1.0046,count_lf,655
6,656,1.0013,ptsd,656
6,657,1.0025001,anxietyr,657
6,658,1.0016,sadr,658
6,659,1.0014,intfsocr,659
6,660,1.0008,energr,660
6,661,1.0058,anxiety_ra,661
6,662,1.0009,srMentH,662
6,663,1.0033,srPhysH,663
6,664,1.0006,srLivSit,664
6,665,1.0028,srDrugFree,665
6,666,1.0028,srSexRx,666
6,667,1.001,ssHelp,667
6,668,1.0102,ssEmoHelp,668
6,669,1.0005,ssNewFri,669
6,670,1.0010999,smAppFreq,670
6,671,1.0049,datingAppF,671
6,672,1.0032001,losAng,672
6,673,1.0010999,RaceEthnic#2,673
6,674,1.0091,RaceEthnic#3,674
6,675,1.001,RaceEthnic#4,675
6,676,1.0041,female,676
6,677,1.0057,cis,677
6,678,1.0041,heterosexu,678
6,679,1.0247,employed,679
6,680,1.0149,poverty,680
6,681,1.0038,insured,681
6,682,1.0024,healthProv,682
6,683,1.0016,medicalUti,683
6,684,1.0082,erCare_re,684
6,685,1.0049,sapro_lf,685
6,686,1.0092,hivpp_lf,686
6,687,1.0017,homeless_l,687
6,688,1.0105,incarcerat,688
6,689,1.0022,ipv_lf,689
6,690,1.0073,sexex_lf,690
6,691,1.0053999,suicide_lf,691
6,692,1.003,hospitalmh,692
6,693,1.0154999,sexab_lf,693
6,694,1.0037,tmx5old_lf,694
6,695,1.0042,tmrob_lf,695
6,696,1.0010999,tmotinj_lf,696
6,697,1.0049,tmotmdr_lf,697
6,698,1.0071,xdrug_r,698
6,699,1.0035,smoke_lf,699
6,700,1.0021, Residual Var.,700
6,701,1.0064, Grand Mean,701
6,702,1.001,depression,702
6,703,1.0177,age,703
6,704,1.0161,audit_c,704
6,705,1.001,count_lf,705
6,706,1.0006,ptsd,706
6,707,1.0022,anxietyr,707
6,708,1.0012,sadr,708
6,709,1.0046,intfsocr,709
6,710,1.007,energr,710
6,711,1.0052,anxiety_ra,711
6,712,1.0046999,srMentH,712
6,713,1.0059,srPhysH,713
6,714,1.0053,srLivSit,714
6,715,1.0065,srDrugFree,715
6,716,1.001,srSocNet,716
6,717,1.0014,ssHelp,717
6,718,1.0021,ssEmoHelp,718
6,719,1.0013,ssNewFri,719
6,720,1.0125999,smAppFreq,720
6,721,1.0028,datingAppF,721
6,722,1.002,losAng,722
6,723,1.0024,RaceEthnic#2,723
6,724,1.0031,RaceEthnic#3,724
6,725,1.0052,RaceEthnic#4,725
6,726,1.0073,female,726
6,727,1.0088,cis,727
6,728,1.0109,heterosexu,728
6,729,1.0161999,employed,729
6,730,1.0311,poverty,730
6,731,1.0462,insured,731
6,732,1.0161999,healthProv,732
6,733,1.0014,medicalUti,733
6,734,1.0116,erCare_re,734
6,735,1.005,sapro_lf,735
6,736,1.0075999,hivpp_lf,736
6,737,1.0029,homeless_l,737
6,738,1.0096,incarcerat,738
6,739,1.0089,ipv_lf,739
6,740,1.0146,sexex_lf,740
6,741,1.0041,suicide_lf,741
6,742,1.0031,hospitalmh,742
6,743,1.0061001,sexab_lf,743
6,744,1.0045,tmx5old_lf,744
6,745,1.0204,tmrob_lf,745
6,746,1.0023,tmotinj_lf,746
6,747,1.0061001,tmotmdr_lf,747
6,748,1.011,xdrug_r,748
6,749,1.0039001,smoke_lf,749
6,750,1.0127, Residual Var.,750
6,751,1.0003999, Grand Mean,751
6,752,1.0005,depression,752
6,753,1.0012,age,753
6,754,1.0022,audit_c,754
6,755,1.0010999,count_lf,755
6,756,1.0007,ptsd,756
6,757,1.0037,anxietyr,757
6,758,1.0025001,sadr,758
6,759,1.0019,intfsocr,759
6,760,1.0022,energr,760
6,761,1.0017999,anxiety_ra,761
6,762,1.0038,srMentH,762
6,763,1.0005,srPhysH,763
6,764,1.0014,srLivSit,764
6,765,1.0039999,srDrugFree,765
6,766,1.0055,srSocNet,766
6,767,1.0025001,srSexRx,767
6,768,1.0098,ssEmoHelp,768
6,769,1.0009,ssNewFri,769
6,770,1.0003,smAppFreq,770
6,771,1.0008,datingAppF,771
6,772,1.0037,losAng,772
6,773,1.0016,RaceEthnic#2,773
6,774,1.0034,RaceEthnic#3,774
6,775,1.0003,RaceEthnic#4,775
6,776,1.0041,female,776
6,777,1.0013,cis,777
6,778,1.0006,heterosexu,778
6,779,1.0017,employed,779
6,780,1.0012,poverty,780
6,781,1.0081,insured,781
6,782,1.0106,healthProv,782
6,783,1.0059,medicalUti,783
6,784,1.0028,erCare_re,784
6,785,1.0026,sapro_lf,785
6,786,1.0203,hivpp_lf,786
6,787,1.0006,homeless_l,787
6,788,1.001,incarcerat,788
6,789,1.0034,ipv_lf,789
6,790,1.0116,sexex_lf,790
6,791,1.0045,suicide_lf,791
6,792,1.0001,hospitalmh,792
6,793,1.003,sexab_lf,793
6,794,1.0009,tmx5old_lf,794
6,795,1.0005,tmrob_lf,795
6,796,1.0185,tmotinj_lf,796
6,797,1.0084,tmotmdr_lf,797
6,798,1.0012,xdrug_r,798
6,799,1.0021,smoke_lf,799
6,800,1.0029, Residual Var.,800
6,801,1.0015,Grand Mean,801
6,802,1.0019,depression,802
6,803,1.0088,age,803
6,804,1.0046,audit_c,804
6,805,1.0029,count_lf,805
6,806,1.0027,ptsd,806
6,807,1.0017999,anxietyr,807
6,808,1.0016,sadr,808
6,809,1.0019,intfsocr,809
6,810,1.002,energr,810
6,811,1.0055,anxiety_ra,811
6,812,1.0043,srMentH,812
6,813,1.0034,srPhysH,813
6,814,1.0036,srLivSit,814
6,815,1.0023,srDrugFree,815
6,816,1.0010999,srSocNet,816
6,817,1.0055,srSexRx,817
6,818,1.0024,ssHelp,818
6,819,1.0006,ssNewFri,819
6,820,1.0026,smAppFreq,820
6,821,1.0003999,datingAppF,821
6,822,1.0045,losAng,822
6,823,1.0082,RaceEthnic#2,823
6,824,1.0057,RaceEthnic#3,824
6,825,1.0039999,RaceEthnic#4,825
6,826,1.0053,female,826
6,827,1.0009,cis,827
6,828,1.0001,heterosexu,828
6,829,1.0036,employed,829
6,830,1.0042,poverty,830
6,831,1.0175,insured,831
6,832,1.0017999,healthProv,832
6,833,1.001,medicalUti,833
6,834,1.0046999,erCare_re,834
6,835,1.006,sapro_lf,835
6,836,1.016,hivpp_lf,836
6,837,1.0053999,homeless_l,837
6,838,1.0075001,incarcerat,838
6,839,1.0068001,ipv_lf,839
6,840,1.0055,sexex_lf,840
6,841,1.0023,suicide_lf,841
6,842,1.0009,hospitalmh,842
6,843,1.0067,sexab_lf,843
6,844,1.0107,tmx5old_lf,844
6,845,1.0229,tmrob_lf,845
6,846,1.0027,tmotinj_lf,846
6,847,1.0064,tmotmdr_lf,847
6,848,1.0074,xdrug_r,848
6,849,1.0127,smoke_lf,849
6,850,1.001, Residual Var.,850
6,851,1.0019, Grand Mean,851
6,852,1.0053999,depression,852
6,853,1.0028,age,853
6,854,1.0039999,audit_c,854
6,855,1.0014,count_lf,855
6,856,1.0017,ptsd,856
6,857,1.0014,anxietyr,857
6,858,1.0005,sadr,858
6,859,1.0009,intfsocr,859
6,860,1.001,energr,860
6,861,1.0008,anxiety_ra,861
6,862,1.0017999,srMentH,862
6,863,1.0003999,srPhysH,863
6,864,1.0003,srLivSit,864
6,865,1.001,srDrugFree,865
6,866,1.0017,srSocNet,866
6,867,1.0003999,srSexRx,867
6,868,1.0021,ssHelp,868
6,869,1.0005,ssEmoHelp,869
6,870,1.0031,smAppFreq,870
6,871,1.0003,datingAppF,871
6,872,1.0063,losAng,872
6,873,1.0025001,RaceEthnic#2,873
6,874,1.0084,RaceEthnic#3,874
6,875,1.0024,RaceEthnic#4,875
6,876,1.0012,female,876
6,877,1.001,cis,877
6,878,1.0033,heterosexu,878
6,879,1.0008,employed,879
6,880,1.0008,poverty,880
6,881,1.0171,insured,881
6,882,1.0128,healthProv,882
6,883,1.0007,medicalUti,883
6,884,1.0013,erCare_re,884
6,885,1.0012,sapro_lf,885
6,886,1.0088,hivpp_lf,886
6,887,1.0044,homeless_l,887
6,888,1.0010999,incarcerat,888
6,889,1.0161,ipv_lf,889
6,890,1.0087,sexex_lf,890
6,891,1.0017999,suicide_lf,891
6,892,1.0021,hospitalmh,892
6,893,1.0039001,sexab_lf,893
6,894,1.007,tmx5old_lf,894
6,895,1.0039001,tmrob_lf,895
6,896,1.006,tmotinj_lf,896
6,897,1.0049,tmotmdr_lf,897
6,898,1.0037,xdrug_r,898
6,899,1.0044,smoke_lf,899
6,900,1.0014, Residual Var.,900
6,901,1.0012, Grand Mean,901
6,902,1.0010999,depression,902
6,903,1.0038,age,903
6,904,1.0021,audit_c,904
6,905,1.0001,count_lf,905
6,906,1.0037,ptsd,906
6,907,1.0048,anxietyr,907
6,908,1.0021,sadr,908
6,909,1.0025001,intfsocr,909
6,910,1.0046,energr,910
6,911,1.0025001,anxiety_ra,911
6,912,1.0022,srMentH,912
6,913,1.0016,srPhysH,913
6,914,1.0003,srLivSit,914
6,915,1.0009,srDrugFree,915
6,916,1.0009,srSocNet,916
6,917,1.0031,srSexRx,917
6,918,nan,ssHelp,918
6,919,1.0003,ssEmoHelp,919
6,920,1.0021,ssNewFri,920
6,921,1.0015,datingAppF,921
6,922,1.0002,losAng,922
6,923,1.0010999,RaceEthnic#2,923
6,924,1.0063,RaceEthnic#3,924
6,925,1.0006,RaceEthnic#4,925
6,926,1.0043,female,926
6,927,1.0003,cis,927
6,928,1.0043,heterosexu,928
6,929,1.0066,employed,929
6,930,1.0024,poverty,930
6,931,1.0051,insured,931
6,932,1.0071,healthProv,932
6,933,1.0021,medicalUti,933
6,934,1.0023,erCare_re,934
6,935,1.0014,sapro_lf,935
6,936,1.0188,hivpp_lf,936
6,937,1.0008,homeless_l,937
6,938,1.0003999,incarcerat,938
6,939,1.0063,ipv_lf,939
6,940,1.0111001,sexex_lf,940
6,941,1.0085,suicide_lf,941
6,942,1.0032001,hospitalmh,942
6,943,1.0195,sexab_lf,943
6,944,1.011,tmx5old_lf,944
6,945,1.0034,tmrob_lf,945
6,946,1.0106,tmotinj_lf,946
6,947,1.0053999,tmotmdr_lf,947
6,948,1.008,xdrug_r,948
6,949,1.0007,smoke_lf,949
6,950,1.0044, Residual Var.,950
6,951,1.0006, Grand Mean,951
6,952,1.0024,depression,952
6,953,1.0084,age,953
6,954,1.0046999,audit_c,954
6,955,1.0032001,count_lf,955
6,956,1.0046,ptsd,956
6,957,1.0096999,anxietyr,957
6,958,1.0008,sadr,958
6,959,1.0012,intfsocr,959
6,960,1.0017999,energr,960
6,961,1.003,anxiety_ra,961
6,962,1.0062,srMentH,962
6,963,1.0059,srPhysH,963
6,964,1.002,srLivSit,964
6,965,1.0066,srDrugFree,965
6,966,1.0048,srSocNet,966
6,967,1.0102,srSexRx,967
6,968,1.0028,ssHelp,968
6,969,1.0057,ssEmoHelp,969
6,970,1.0016,ssNewFri,970
6,971,1.0003999,smAppFreq,971
6,972,1.0073,losAng,972
6,973,1.0015,RaceEthnic#2,973
6,974,1.0042,RaceEthnic#3,974
6,975,1.0061001,RaceEthnic#4,975
6,976,1.0036,female,976
6,977,1.0003999,cis,977
6,978,1.0006,heterosexu,978
6,979,1.0403,employed,979
6,980,1.0190001,poverty,980
6,981,1.0029,insured,981
6,982,1.0039001,healthProv,982
6,983,1.0024,medicalUti,983
6,984,1.0052,erCare_re,984
6,985,1.0124,sapro_lf,985
6,986,1.0197001,hivpp_lf,986
6,987,1.0038,homeless_l,987
6,988,1.0263,incarcerat,988
6,989,1.0068001,ipv_lf,989
6,990,1.013,sexex_lf,990
6,991,1.0206,suicide_lf,991
6,992,1.0134,hospitalmh,992
6,993,1.0021,sexab_lf,993
6,994,1.0017999,tmx5old_lf,994
6,995,1.0171,tmrob_lf,995
6,996,1.0194,tmotinj_lf,996
6,997,1.0121,tmotmdr_lf,997
6,998,1.0131,xdrug_r,998
6,999,1.0182,smoke_lf,999
6,1000,1.0003, Residual Var.,1000
6,1001,1.0294, Grand Mean,1001
6,1002,1.0005,depression,1002
6,1003,1.0405999,age,1003
6,1004,1.0225,audit_c,1004
6,1005,1.0089,count_lf,1005
6,1006,1.0161,ptsd,1006
6,1007,1.0033,anxietyr,1007
6,1008,1.0168999,sadr,1008
6,1009,1.0213,intfsocr,1009
6,1010,1.0183001,energr,1010
6,1011,1.0052,anxiety_ra,1011
6,1012,1.0179,srMentH,1012
6,1013,1.0118999,srPhysH,1013
6,1014,1.0391001,srLivSit,1014
6,1015,1.0089999,srDrugFree,1015
6,1016,1.0251,srSocNet,1016
6,1017,1.0189,srSexRx,1017
6,1018,1.0005,ssHelp,1018
6,1019,1.0010999,ssEmoHelp,1019
6,1020,1.0012,ssNewFri,1020
6,1021,1.0075999,smAppFreq,1021
6,1022,1.0456001,datingAppF,1022
6,1023,1.0071,losAng,1023
6,1024,1.0488,RaceEthnic#2,1024
6,1025,1.0366,RaceEthnic#3,1025
6,1026,1.0524,RaceEthnic#4,1026
6,1027,1.015,female,1027
6,1028,1.002,cis,1028
6,1029,1.0314,heterosexu,1029
6,1030,1.0622,poverty,1030
6,1031,1.1077,insured,1031
6,1032,1.079,healthProv,1032
6,1033,1.0337,medicalUti,1033
6,1034,1.0323,erCare_re,1034
6,1035,1.0118999,sapro_lf,1035
6,1036,1.0225,hivpp_lf,1036
6,1037,1.0095,homeless_l,1037
6,1038,1.0704,incarcerat,1038
6,1039,1.0053,ipv_lf,1039
6,1040,1.0362999,sexex_lf,1040
6,1041,1.0266,suicide_lf,1041
6,1042,1.0059,hospitalmh,1042
6,1043,1.0479,sexab_lf,1043
6,1044,1.0473,tmx5old_lf,1044
6,1045,1.0596,tmrob_lf,1045
6,1046,1.0344,tmotinj_lf,1046
6,1047,1.022,tmotmdr_lf,1047
6,1048,1.0549001,xdrug_r,1048
6,1049,1.0276,smoke_lf,1049
6,1050,nan, Residual Var.,1050
6,1051,nan,Tau,1051
6,1052,1.0904, Grand Mean,1052
6,1053,1.0055,depression,1053
6,1054,1.0297,age,1054
6,1055,1.0121,audit_c,1055
6,1056,1.0063,count_lf,1056
